189157,13645527
189157,35347263
189157,37279715
189157,64441344
189157,85130250
189157,98119345
308807,98119345
1028119,29923700
1417146,169124163
1641818
1715863
3678373,5361974
4202332
5361974,3678373
6162960,8433775
6162960,13645527
6162960,24598990
6162960,28583476
6162960,98119345
6162960,122498128
6379582,9081082
6379582,25296254
6379582,226340099
7843456
8433775,6162960
8433775,8974997
8433775,9081082
8433775,17335563
8433775,21319001
8433775,24598990
8433775,30012215
8433775,30764138
8433775,35347263
8433775,41108138
8433775,64441344
8433775,207378588
8433775,270078982
8974997,8433775
8974997,17335563
8974997,21152010
8974997,21319001
8974997,24598990
8974997,28583476
8974997,29175705
8974997,30012215
8974997,30764138
8974997,35347263
8974997,37279715
8974997,50290093
8974997,64441344
8974997,98119345
8974997,122498128
8974997,125204353
8974997,146894240
8974997,163698303
8974997,169124163
8974997,262988651
8974997,270078982
8974997,326544827
9081082,6379582
9081082,8433775
9081082,13645527
9081082,21319001
9081082,24598990
9081082,28583476
9081082,29923700
9081082,30012215
9081082,30764138
9081082,37279715
9081082,64441344
9081082,74185435
9081082,85130250
9081082,98119345
9081082,122498128
9081082,207378588
9109719,98119345
13645527,189157
13645527,6162960
13645527,9081082
13645527,21319001
13645527,24598990
13645527,28583476
13645527,30012215
13645527,35347263
13645527,37279715
13645527,41108138
13645527,64441344
13645527,74185435
13645527,85130250
13645527,98119345
13645527,122498128
13645527,125204353
13645527,207378588
17335563,8433775
17335563,8974997
17335563,24598990
17335563,28583476
17335563,122498128
17335563,146894240
17335563,262988651
17684252,30012215
17684252,34943966
17684252,99799869
18931995,28583476
18931995,29175705
18931995,35347263
19186778
21152010,8974997
21152010,21319001
21152010,125204353
21319001,8433775
21319001,8974997
21319001,9081082
21319001,13645527
21319001,21152010
21319001,28583476
21319001,29175705
21319001,29923700
21319001,30012215
21319001,30764138
21319001,35347263
21319001,41108138
21319001,64441344
21319001,74185435
21319001,85130250
21319001,98119345
21319001,99799869
21319001,122498128
21319001,125204353
21319001,146894240
21319001,207378588
21319001,270078982
24598990,6162960
24598990,8433775
24598990,8974997
24598990,9081082
24598990,13645527
24598990,17335563
24598990,28583476
24598990,29175705
24598990,35347263
24598990,37279715
24598990,85130250
24598990,98119345
24598990,122498128
24598990,125204353
24598990,146894240
24598990,207378588
24598990,262988651
25296254,6379582
28271390
28583476,6162960
28583476,8974997
28583476,9081082
28583476,13645527
28583476,17335563
28583476,18931995
28583476,21319001
28583476,24598990
28583476,29923700
28583476,35347263
28583476,41108138
28583476,64441344
28583476,74185435
28583476,122498128
28583476,207378588
29175705,8974997
29175705,18931995
29175705,21319001
29175705,24598990
29175705,30012215
29175705,30764138
29175705,35347263
29175705,64441344
29175705,262988651
29175705,270078982
29175705,326544827
29923700,1028119
29923700,9081082
29923700,21319001
29923700,28583476
30012215,8433775
30012215,8974997
30012215,9081082
30012215,13645527
30012215,17684252
30012215,21319001
30012215,29175705
30012215,30764138
30012215,34943966
30012215,35347263
30012215,37279715
30012215,64441344
30012215,74185435
30012215,85130250
30012215,99799869
30012215,122498128
30012215,207378588
30764138,8433775
30764138,8974997
30764138,9081082
30764138,21319001
30764138,29175705
30764138,30012215
